index,MORGAN_BTSR
5648,10000000101001001000100010010001111000011100010100000001001000000000110001010010111010100100000000001010101101000100000101000111
5649,01010000010000001001100000010010010110010000001000000001000001000010000010001000000010000000010010001100010000000001000011110000
5650,11010101001000000001001000001000010100010000010000100100001100001001000001100000110001100000001000011000000000000011000001100101
5651,10000000100011000001000000000000010000010000100000000100000000000010000000000000110001100000001000001000010000000010000010000000
5652,00000110000000000001001001000110001000010110000100000100000000001100000000000000110000101010000000111100100100000010100010110001
5653,00100000010000010000000000001011010000000000000001100000001000001001000010000000010000100011000000011000000100001000010000010011
5654,11000011101010000011000010100011110110110000100001000111101011010000001000110000110000100000000000001000110111100010001000110100
5655,10000100101010000001100010001001110001010000001111010101000000011000000111000101010010101000000000001010010100100000001000110100
5656,11100100001010000001001000010011010111110000001101000001100000011000010101001110110010101000001010001010000100100000011000110100
5657,10000000001000100011010010101001010110110100100000000110001010111000000000010001111001100001000100001110010000000101000101000101
5658,10000000001000000001000010101001010010110100100001000010001000000000000001110001110000100000100001001010000100000001010100100100
5659,10000100101001000000000010000000000000011100010010000000000100001000100010000000010000101000001100001000001100000010100000010110
5660,11000000011000000101001010010000011100010001000001101001011000001010010001100000000000101000000000001000000000100010000000101100
5661,11111100101010000100000011000010011100111110000100100011100001001011000011100000110001101000100000001000010000010001000000000100
5662,10100001001000100101000010001100011100110110100010100011011000000000000000101000100001101000000000001010000000000010000100000100
5663,11010000001010100001010111110110011100110111010000100110001000001000000000101000110000101000000110001011010100010000000101010100
5664,11010100001001000001000010001001011101011000010111101001000001111110010101001111010010101000000010001010000100001000011001110100
5665,10000000001011001001000000000000010000010000100000000001001010111010000001000010010001100001000100101000010000000000000001001100
5666,10000100101000000010000000101000010010110100100100000010000010101000000000000001110001100001000110001100010000000001000101000100
5667,10000000101000000000000000110000010011110001000100000000000000001000011100011001110010100000001000101010000000000100000100000100
5668,11001000011001000001000000010001011100010100000001000001001000000000010000000110010000100000000010001010000100000001010001001100
5669,01001000001111000001000000010000010010010000000111000100101001111000010110100010110001100011010100111000100000100001100000110101
5670,10000000001110000001000010000000010010011000000111100101101001111001010111100010110001110011111100011010100100100001100001110101
5671,01010110001010110001101011110011010010010010100101110011011000101010000110000010111000100010011000001001010110110000010001110011
5672,01010100101110011001101010100011010010010000000011110011001100100011000100000000110001101000000001011101010110100010010100111011
5673,01000100011110111001101010100111011111110100101111100011011000101111000100100111111011101000010110011011010111010001010001111111
5674,10000100001110111000101011100011010010010000000101110011001000101011000101000000010001100010000000011011000110000000010001110001
5675,01110111101011010001101000111011010010011000100111110011001100101000000101001000110000101100001000001001010110110001010101110111
5676,01000100001111111001101001101111011111010101101011100010011000101110001110100101111010101000010111001011010110000111110001111111
5677,11001100101110010001100100100011010010011010100101100001001010001010000101101010110011101011101010001101000110010000010001010111
5678,11101111111010010001101100110010010011010100110101100011011000001111100101101010011010101000010010001100000110010110010001010110
5679,11011100101001000001101010100010111000010000001111001101011000000011101101000011111010101000110100001001010110000100010000010010
5680,11001100101000001001101110110010011100010101101111110101011000011010100101000000111010101000110100001001110110001000110001110010
5681,01011100101000010101101001100010110000010001001111000100011000101011101100110001111010100000110000001001100110000101010000110110
5682,11011100111100000001100000100010011000011100011011100101001000110111100101010000110010100000101000101101101110100110010001110111
5683,11001100101100001000101010100010010110010000001101100111011000101111100111101000011011100000110001111101110110000100010001010110
5684,11010001111000010100000010010000010100110100010000000111101001011010000010010011110000100010001001001010010110000010010010000100
5685,11100110001010010101000010110000110000011010000100000101001001001000010010101011110001100011010010001100010101110000010010001100
5686,11010101001001010000000010010000010100110000000000000101000001011010110010010110110000101000000100001010010000000100010010000100
